City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,dunedin,-45.8742,170.5036,16.94,63,40,1.27,NZ,1706561963
278,carutapera,-1.195,-46.02,27.64,77,96,4.12,BR,1706562118
279,wakkanai,45.4094,141.6739,-1.06,72,99,4.92,JP,1706562118
280,astrakhan,46.3497,48.0408,-10.07,79,0,3.0,RU,1706562119
281,taroa,8.7058,171.2275,26.39,85,98,8.51,MH,1706562120
282,tarakan,3.3,117.6333,25.18,87,52,4.37,ID,1706562120
283,troyan,42.8943,24.7159,0.9,100,94,1.77,BG,1706562121
284,westport,41.1415,-73.3579,3.9,66,100,7.2,US,1706561874
285,cromer,52.9312,1.2989,10.93,93,100,5.36,GB,1706562122
286,santa ana,33.7456,-117.8678,28.14,29,0,0.0,US,1706561908
287,jeddah,21.5169,39.2192,21.92,53,20,3.09,SA,1706561994
288,mongoumba,3.6415,18.5936,25.12,26,24,1.22,CF,1706562124
289,fort mcmurray,56.7268,-111.381,3.77,75,0,3.6,CA,1706562010
290,talnakh,69.4865,88.3972,-16.55,90,100,3.9,RU,1706562127
291,san bernardo,-33.6,-70.7167,33.64,39,1,5.05,CL,1706562128
292,ternate,0.8,127.4,26.68,86,85,3.42,ID,1706562129
293,namsos,64.4662,11.4957,5.95,75,100,8.75,NO,1706562129
294,castillos,-34.1667,-53.8333,23.49,57,46,4.06,UY,1706562130
295,fort st. john,56.2499,-120.8529,12.94,44,75,12.35,CA,1706562033
296,lorengau,-2.0226,147.2712,27.92,80,100,5.54,PG,1706562131
297,kapa'a,22.0752,-159.319,26.38,68,21,1.79,US,1706562131
298,nakuru,-0.2833,36.0667,17.31,68,99,0.24,KE,1706562132
299,howard springs,-12.497,131.047,26.04,97,100,4.52,AU,1706562134
300,kavaratti,10.5669,72.642,27.7,64,38,3.37,IN,1706562134
301,lethem,3.3803,-59.7968,37.66,25,9,4.15,GY,1706562135
302,akdepe,42.0551,59.3788,-1.95,93,100,5.59,TM,1706562136
303,teploye,53.6202,37.5903,-4.69,94,100,6.02,RU,1706562136
304,nioki,-2.7167,17.6833,27.31,63,99,1.18,CD,1706562137
305,plastun,44.7561,136.2939,-15.06,84,4,3.44,RU,1706562137
306,qamdo,31.1667,97.2333,-11.06,46,8,1.15,CN,1706562138
307,shitanjing,39.2342,106.3439,-4.6,32,73,2.66,CN,1706562139
308,malango,-2.9627,119.9001,19.76,96,88,0.91,ID,1706562139
309,brisas barra de suchiate,14.55,-92.2167,32.1,60,0,5.52,MX,1706562141
310,ondo,7.1,4.8333,23.21,63,2,0.7,NG,1706562143
311,hithadhoo,-0.6,73.0833,27.83,75,16,2.72,MV,1706562144
312,lubang,13.8584,120.124,24.98,75,73,12.96,PH,1706562144
313,tinghir,31.5157,-5.5343,12.63,24,99,1.45,MA,1706562145
314,kindu,-2.95,25.95,22.29,96,100,1.25,CD,1706562146
315,peniche,39.3558,-9.3811,14.69,91,19,4.17,PT,1706562146
316,lompoc,34.6391,-120.4579,26.08,51,20,3.6,US,1706562147
317,san luis,-33.295,-66.3356,35.53,22,33,3.34,AR,1706561878
318,kulhudhuffushi,6.6221,73.07,27.38,68,6,4.11,MV,1706562148
319,maragogi,-9.0122,-35.2225,27.17,75,12,3.58,BR,1706562148
320,buka,40.8108,69.1986,4.75,81,100,2.16,UZ,1706561983
321,oranjemund,-28.55,16.4333,19.11,76,100,1.53,NA,1706562149
322,sao tome,0.3365,6.7273,27.14,81,93,1.66,ST,1706562150
323,buala,-8.145,159.5921,26.9,84,100,4.16,SB,1706562151
324,wiang sa,8.6359,99.3666,22.23,91,36,0.73,TH,1706562151
325,guerrero negro,27.9769,-114.0611,23.91,28,63,3.33,MX,1706562152
326,gadzhiyevo,69.2551,33.3362,0.24,66,82,16.04,RU,1706562153
327,noosa heads,-26.3833,153.15,26.17,95,100,6.04,AU,1706561860
328,happy valley-goose bay,53.3168,-60.3315,-18.83,38,0,2.57,CA,1706562156
329,altamira,-3.2033,-52.2064,31.05,70,75,2.57,BR,1706561994
330,tobelo,1.7284,128.0095,25.74,86,94,1.6,ID,1706562158
331,clodomira,-27.5744,-64.1311,38.4,19,0,1.73,AR,1706562158
332,abasha,42.2096,42.2211,1.12,89,95,1.58,GE,1706562159
333,isla mujeres,21.2311,-86.731,24.03,63,73,7.14,MX,1706562160
334,al qitena,14.8648,32.3668,20.61,18,70,6.7,SD,1706561986
335,kalemie,-5.9475,29.1947,20.99,89,100,1.57,CD,1706562161
336,hopkinsville,36.8656,-87.4886,6.29,63,5,2.54,US,1706562162
337,varzea da palma,-17.5981,-44.7308,26.13,82,94,1.37,BR,1706562163
338,ain bessem,36.2933,3.6732,11.75,59,100,2.66,DZ,1706562163
339,nuuk,64.1835,-51.7216,-17.29,59,99,8.49,GL,1706562009
340,inyati,-19.6756,28.8469,19.16,61,100,3.21,ZW,1706562165
341,kidal,18.4411,1.4078,20.34,14,10,5.04,ML,1706562165
342,da lat,11.9465,108.4419,11.25,90,37,1.07,VN,1706562166
343,minas de marcona,-15.2119,-75.1103,23.26,62,70,7.56,PE,1706562166
344,spring creek,40.7266,-115.5859,7.16,83,20,1.31,US,1706562167
345,dampit,-8.2116,112.7493,21.48,94,100,1.01,ID,1706562167
346,ghanzi,-21.5667,21.7833,20.84,76,100,5.05,BW,1706562168
347,olbia,40.9214,9.4856,4.03,100,35,1.03,IT,1706562168
348,el bayadh,33.6832,1.0193,10.16,38,100,2.33,DZ,1706562169
349,namibe,-15.1961,12.1522,23.37,73,7,5.31,AO,1706562169
350,celestun,20.8667,-90.4,22.16,60,100,6.05,MX,1706562170
351,ancud,-41.8697,-73.8203,17.04,58,98,2.57,CL,1706562120
352,zabol,32.25,67.25,6.54,75,28,1.37,AF,1706562171
353,tainan,22.9908,120.2133,17.88,94,40,2.06,TW,1706562171
354,quinhamel,11.8833,-15.85,27.14,48,62,3.75,GW,1706562172
355,kangding,30.0513,101.9603,-0.34,56,25,3.4,CN,1706562172
